Title,genres,rating,topcast,details
Shaman Medicine Woman             ,Documentary Biography ,not rated,-," Official Sites: Official site    Country: Italy , USA  Language: English           Runtime: 48 min  Color: Color "
Howard Hughes: The Man and the Madness (1999) ,Documentary Biography ,7.9,"Nick Millard, Frances Millard, Nick Millard"," Country: USA  Language: English  Also Known As: Pygmalion                 Filming Locations: San Francisco, California, USA           Production Co:  I.R.M.I. Films Corporation, MPI Teleproductions                    Color: Color "
Billy Graham: An Extraordinary Journey (2018) ,Documentary Biography Family ,7.6,"Daniel Camenisch, Vonda Harrell, Daniel Camenisch"," Official Sites: Official Billy Graham Evangelistic Association page , Official Billy Graham film page ,           Country: USA  Language: English  Release Date: 4 March 2018 (USA)             Also Known As: Billy Graham - Ein Mann und sein Auftrag                 Production Co:  Billy Graham Evangelistic Films, Virgil Films & Entertainment                    Runtime: 48 min  Sound Mix: Dolby Digital  Color: Color "
James Gandolfini: Tribute to a Friend (2013) ,Documentary Biography ,8.2,"Jon Alpert, Shari Springer Berman, Lorraine Bracco", Country: USA  Language: English  Release Date: 22 December 2013 (USA)                      Color: Color 
Defending Digga D (2020) ,Documentary Biography ,7.5,-," Official Sites: BBC Three [United Kingdom]    Country: UK  Language: English  Release Date: 24 November 2020 (UK)             Production Co:  Lambent Productions, British Broadcasting Corporation (BBC)                    Runtime: 58 min  Sound Mix: Stereo  Color: Color "
Одна последняя вещь (2011) ,Documentary Biography ,6.8,"Sarah Hunt, Mimi O'Connor, Bill Fernandez", Official Sites: Official site    Country: USA  Language: English  Release Date: 2 November 2011 (USA)             Also Known As: Одна последняя вещь                 Production Co:  Pioneer Productions                    Runtime: 56 min  Color: Color  Aspect Ratio: 16:9 HD     
Стив Джобс: Хиппи-миллиардер (2011) ,Documentary Biography ,6.7,"Laura Craig Gray, Tristan Quinn, Evan Davis", Country: UK  Language: English  Release Date: 14 December 2011 (UK)             Also Known As: Стив Джобс: Хиппи-миллиардер                 Production Co:  British Broadcasting Corporation (BBC)                    Color: Color  Aspect Ratio: 1.78 : 1     
Свободная энергия Теслы (2013) ,Documentary Biography ,8.1,"Misha Kostrov, Nataliya Doilnitsyna, Victor Kuznetsov"," Country: Ukraine  Language: Russian  Release Date: 21 April 2013 (USA)             Also Known As: Свободная энергия Теслы                 Production Co:  Film.ua, Signal Red, Postmodern                    Runtime: 53 min  Color: Color  Aspect Ratio: 16:9 HD     "
Katharine Hepburn: All About Me (1993) ,Documentary Biography ,8.2,"David Heeley, David Heeley, Katharine Hepburn"," Country: USA  Language: English  Release Date: 18 January 1993 (USA)             Also Known As: Hepburn: Todo sobre mí                 Filming Locations: Bryn Mawr College, Bryn Mawr, Pennsylvania, USA           Production Co:  Top Hat Productions, Turner Pictures (I)                    Runtime: 70 min  Sound Mix: Mono  Color: Color ,  Black and White  Aspect Ratio: 1.33 : 1     "
Muhammad Ali: The Greatest (2016) ,Documentary Biography Sport ,7.4,"Josephine McCusker, Eddie Butler, Eddie Butler", Country: UK  Language: English  Release Date: 4 June 2016 (UK)             Production Co:  BBC Sport                    Runtime: 79 min  Color: Color 
Jim Brown: All American (2002) ,Documentary Biography Sport ,5.4,"Spike Lee, Art Modell, Walter Beach"," Country: USA  Language: English  Release Date: 22 March 2002 (USA)             Production Co:  HBO Sports, 40 Acres & A Mule Filmworks                    Runtime: 140 min  Sound Mix: Dolby Digital  Color: Color  Aspect Ratio: 1.85 : 1     "
The Man Who Predicted 9/11 (2005) ,Documentary Biography ,7.4,"Steve Humphries, Benedict Cumberbatch, David Bedella"," Country: UK  Language: English  Release Date: 5 September 2005 (UK)             Production Co:  Testimony Films, Channel 4 Television Corporation, History Channel                    Runtime: 50 min  Color: Color "
Канал Z. Великолепная одержимость (2004) ,Documentary Biography History ,7.7,"Xan Cassavetes, Robert Altman, Vera Carlisle Anderson"," Country: USA  Language: English  Release Date: 16 August 2007 (Germany)             Also Known As: Канал Z. Великолепная одержимость                 Filming Locations: Los Angeles, California, USA  Production Co:  Fresh Produce Films, Independent Film Channel (IFC), Maja Films                    Runtime: 120 min  Sound Mix: Mono  Color: Color  Aspect Ratio: 1.33 : 1     "
"Princess Diana: Her Life, Her Death, the Truth (2017) ",Documentary Biography ,6.6,"Rob Klug, Gayle King, Princess Diana", Official Sites: Official site    Country: USA  Language: English  Release Date: 22 May 2017 (USA)             Production Co:  CBS Broadcasting                    Runtime: 120 min  Sound Mix: Dolby Digital  Color: Color 
The Queen and the Coup (2020) ,Documentary Biography History ,6.9,"Paul Elston, Paul Elston, Mahmoud Afshartous", Official Sites: channel 4 website    Country: UK  Language: English  Release Date: 14 June 2020 (UK)             Production Co:  Brave New Media                    Runtime: 47 min  Color: Color 
Wellington: The Iron Duke Unmasked (2015) ,Documentary Biography ,7.2,"Richard Sanders, Brendan Easton, Tamsin Greig", Official Sites: BBC Two    Country: UK  Language: English  Release Date: 10 May 2015 (UK)             Also Known As: Scotland's Einstein: James Clerk Maxwell - The Man Who Changed the World                 Budget:GBP1             (estimated)  Production Co:  BBC Two                    Runtime: 59 min             (original)      Color: Color 
Мохаммед Али - Весь путь (1996) ,Documentary Biography Sport ,8.2,"Joseph Consentino, Sandra Consentino, Jim Donaldson"," Country: USA  Language: English  Release Date: 3 September 1996 (USA)             Also Known As: Мохаммед Али - Весь путь                          Runtime: 120 min             (TV)           , 348 min             (DVD)      Sound Mix: Mono  Color:  Black and White , Color "
Cary Grant: A Celebration of a Leading Man (1988) ,Documentary Biography ,7.5,"Gene Feldman, Suzette Winter, Gene Feldman"," Country: USA  Language: English  Release Date: 5 June 1988 (USA)             Also Known As: Cary Grant: O Protagonista                 Filming Locations: Bristol, England, UK           Production Co:  Wombat Productions                    Runtime: 59 min             (DVD)      Sound Mix: Mono  Color:  Black and White , Color "
California Dreamin': The Songs of 'The Mamas & the Papas' (2005) ,Documentary Biography Music ,7.8,"Lou Adler, Denny Doherty, Cass Elliot", Country: USA  Language: English  Release Date: 1 March 2005 (USA)             Production Co:  Scalem Productions                    Color: Color 
Michael Jackson: Man in the Mirror (2017) ,Documentary Biography ,7.3,"Ben Mole, Charles Abomeli, Ron Alexenburg", Official Sites: Catch up on My5    Country: UK  Language: English  Release Date: 26 March 2017 (UK)             Production Co:  Potato part of ITV Studios                    Color: Color 
Beyond Boobs (2018) ,Documentary Biography ,5.8,-," Country: France , Switzerland , USA  Language: English  Release Date: 19 February 2019 (Japan)             Also Known As: Le Poids Des Seins                 Production Co:  First Hand Films, Yuzu Productions                    Runtime: 53 min  Color: Color "
Sylvia Plath: Inside the Bell Jar (2018) ,Documentary Biography ,6.8,"Teresa Griffiths, Maggie Gyllenhaal, Tristine Skyler", Country: UK  Language: English  Release Date: 11 August 2018 (UK)             Also Known As: Sylvia Plath - inuti glaskupan                 Production Co:  Yeti Media                    Runtime: 59 min  Color: Color 
Half Past Autumn: The Life and Works of Gordon Parks (2000) ,Documentary Biography ,8.2,"Craig Laurence Rice, Lou Potter, Philip Brookman"," Official Sites: HBO    Country: USA  Language: English  Release Date: 30 November 2000 (USA)             Production Co:  Cartouche Entertainment, Chamba Mediaworks, HBO Films                    Runtime: 91 min  Color: Color "
Time Machine: Little Big Horn - The Untold Story (2001) ,Documentary Biography History ,8.0,"Steve Alexander, Joe Desson, Ron Garritson"," Country: USA  Language: English           Color:  Black and White , Color "
"I, Douglas Fairbanks (2018) ",Documentary Biography History ,7.6,"Clara Kuperberg, Julia Kuperberg, Clara Kuperberg"," Official Sites: Official site    Country: France , USA  Language: English  Release Date: June 2018 (Italy)             Also Known As: Douglas Fairbanks, Stummfilmheld und Hollywoodlegende                 Production Co:  ARTE, Ciné+, Kali Pictures                    Runtime: 53 min  Color: Color "
